Category,Industry,Profession,Occupation,Race,Employed,Percent
Management and professional,Professional,Professional and related occupations,Physician assistants,Black,5,0.03
Management and professional,Professional,Professional and related occupations,Podiatrists,Black,,0
Management and professional,Professional,Professional and related occupations,Audiologists,Black,,0
Management and professional,Professional,Professional and related occupations,Occupational therapists,Black,13,0.07
Management and professional,Professional,Professional and related occupations,Physical therapists,Black,17,0.09
Management and professional,Professional,Professional and related occupations,Radiation therapists,Black,,0
Management and professional,Professional,Professional and related occupations,Recreational therapists,Black,,0
Management and professional,Professional,Professional and related occupations,Respiratory therapists,Black,25,0.13
Management and professional,Professional,Professional and related occupations,Speech-language pathologists,Black,7,0.04
Management and professional,Professional,Professional and related occupations,Exercise physiologists,Black,,0
Management and professional,Professional,Professional and related occupations,"Therapists, all other",Black,28,0.15
Management and professional,Professional,Professional and related occupations,Veterinarians,Black,0,0
Management and professional,Professional,Professional and related occupations,Registered nurses,Black,402,2.14
Management and professional,Professional,Professional and related occupations,Nurse anesthetists,Black,,0
Management and professional,Professional,Professional and related occupations,Nurse midwives,Black,,0
Management and professional,Professional,Professional and related occupations,Nurse practitioners,Black,27,0.14
Management and professional,Professional,Professional and related occupations,"Health diagnosing and treating practitioners, all other",Black,,0
Management and professional,Professional,Professional and related occupations,Clinical laboratory technologists and technicians,Black,49,0.26
Management and professional,Professional,Professional and related occupations,Dental hygienists,Black,10,0.05
Management and professional,Professional,Professional and related occupations,Diagnostic related technologists and technicians,Black,50,0.27
Management and professional,Professional,Professional and related occupations,Emergency medical technicians and paramedics,Black,21,0.11
Management and professional,Professional,Professional and related occupations,Health practitioner support technologists and technicians,Black,110,0.59
Management and professional,Professional,Professional and related occupations,Licensed practical and licensed vocational nurses,Black,185,0.99
Management and professional,Professional,Professional and related occupations,Medical records and health information technicians,Black,32,0.17
Management and professional,Professional,Professional and related occupations,"Opticians, dispensing",Black,,0
Management and professional,Professional,Professional and related occupations,Miscellaneous health technologists and technicians,Black,29,0.15
Management and professional,Professional,Professional and related occupations,Other healthcare practitioners and technical occupations,Black,16,0.09
Management and professional,Professional,Professional and related occupations,Computer and information research scientists,Asian,,0
Management and professional,Professional,Professional and related occupations,Computer systems analysts,Asian,134,1.36
Management and professional,Professional,Professional and related occupations,Information security analysts,Asian,9,0.09
Management and professional,Professional,Professional and related occupations,Computer programmers,Asian,98,1
Management and professional,Professional,Professional and related occupations,"Software developers, applications and systems software",Asian,684,6.96
Management and professional,Professional,Professional and related occupations,Web developers,Asian,23,0.23
Management and professional,Professional,Professional and related occupations,Computer support specialists,Asian,69,0.7
Management and professional,Professional,Professional and related occupations,Database administrators,Asian,17,0.17
Management and professional,Professional,Professional and related occupations,Network and computer systems administrators,Asian,23,0.23
Management and professional,Professional,Professional and related occupations,Computer network architects,Asian,10,0.1
Management and professional,Professional,Professional and related occupations,"Computer occupations, all other",Asian,113,1.15
Management and professional,Professional,Professional and related occupations,Actuaries,Asian,,0
Management and professional,Professional,Professional and related occupations,Mathematicians,Asian,,0
Management and professional,Professional,Professional and related occupations,Operations research analysts,Asian,12,0.12
Management and professional,Professional,Professional and related occupations,Statisticians,Asian,21,0.21
Management and professional,Professional,Professional and related occupations,Miscellaneous mathematical science occupations,Asian,,0
Management and professional,Professional,Professional and related occupations,"Architects, except naval",Asian,18,0.18
Management and professional,Professional,Professional and related occupations,"Surveyors, cartographers, and photogrammetrists",Asian,,0
Management and professional,Professional,Professional and related occupations,Aerospace engineers,Asian,19,0.19
Management and professional,Professional,Professional and related occupations,Agricultural engineers,Asian,,0
Management and professional,Professional,Professional and related occupations,Biomedical engineers,Asian,,0
Management and professional,Professional,Professional and related occupations,Chemical engineers,Asian,14,0.14
Management and professional,Professional,Professional and related occupations,Civil engineers,Asian,57,0.58
Management and professional,Professional,Professional and related occupations,Computer hardware engineers,Asian,29,0.3
Management and professional,Professional,Professional and related occupations,Electrical and electronics engineers,Asian,56,0.57
Management and professional,Professional,Professional and related occupations,Environmental engineers,Asian,,0
Management and professional,Professional,Professional and related occupations,"Industrial engineers, including health and safety",Asian,23,0.23
Management and professional,Professional,Professional and related occupations,Marine engineers and naval architects,Asian,,0
Management and professional,Professional,Professional and related occupations,Materials engineers,Asian,,0
Management and professional,Professional,Professional and related occupations,Mechanical engineers,Asian,40,0.41
Management and professional,Professional,Professional and related occupations,"Mining and geological engineers, including mining safety engineers",Asian,,0
Management and professional,Professional,Professional and related occupations,Nuclear engineers,Asian,,0
Management and professional,Professional,Professional and related occupations,Petroleum engineers,Asian,,0
Management and professional,Professional,Professional and related occupations,"Engineers, all other",Asian,119,1.21
Management and professional,Professional,Professional and related occupations,Drafters,Asian,3,0.03
Management and professional,Professional,Professional and related occupations,"Engineering technicians, except drafters",Asian,41,0.42
Management and professional,Professional,Professional and related occupations,Surveying and mapping technicians,Asian,1,0.01
Management and professional,Professional,Professional and related occupations,Agricultural and food scientists,Asian,,0
Management and professional,Professional,Professional and related occupations,Biological scientists,Asian,14,0.14
Management and professional,Professional,Professional and related occupations,Conservation scientists and foresters,Asian,,0
Management and professional,Professional,Professional and related occupations,Medical scientists,Asian,47,0.48
Management and professional,Professional,Professional and related occupations,"Life scientists, all other",Asian,,0
Management and professional,Professional,Professional and related occupations,Astronomers and physicists,Asian,,0
Management and professional,Professional,Professional and related occupations,Atmospheric and space scientists,Asian,,0
Management and professional,Professional,Professional and related occupations,Chemists and materials scientists,Asian,13,0.13
Management and professional,Professional,Professional and related occupations,Environmental scientists and geoscientists,Asian,8,0.08
Management and professional,Professional,Professional and related occupations,"Physical scientists, all other",Asian,76,0.77
Management and professional,Professional,Professional and related occupations,Economists,Asian,,0
Management and professional,Professional,Professional and related occupations,Survey researchers,Asian,,0
Management and professional,Professional,Professional and related occupations,Psychologists,Asian,8,0.08
Management and professional,Professional,Professional and related occupations,Sociologists,Asian,,0
Management and professional,Professional,Professional and related occupations,Urban and regional planners,Asian,,0
Management and professional,Professional,Professional and related occupations,Miscellaneous social scientists and related workers,Asian,,0
Management and professional,Professional,Professional and related occupations,Agricultural and food science technicians,Asian,,0
Management and professional,Professional,Professional and related occupations,Biological technicians,Asian,,0
Management and professional,Professional,Professional and related occupations,Chemical technicians,Asian,3,0.03
Management and professional,Professional,Professional and related occupations,Geological and petroleum technicians,Asian,,0
Management and professional,Professional,Professional and related occupations,Nuclear technicians,Asian,,0
Management and professional,Professional,Professional and related occupations,Social science research assistants,Asian,,0
Management and professional,Professional,Professional and related occupations,"Miscellaneous life, physical, and social science technicians",Asian,22,0.22
Management and professional,Professional,Professional and related occupations,Counselors,Asian,25,0.25
Management and professional,Professional,Professional and related occupations,Social workers,Asian,30,0.31
Management and professional,Professional,Professional and related occupations,Probation officers and correctional treatment specialists,Asian,0,0
Management and professional,Professional,Professional and related occupations,Social and human service assistants,Asian,10,0.1
Management and professional,Professional,Professional and related occupations,"Miscellaneous community and social service specialists, including health educators and community health workers",Asian,1,0.01
Management and professional,Professional,Professional and related occupations,Clergy,Asian,24,0.24
Management and professional,Professional,Professional and related occupations,"Directors, religious activities and education",Asian,1,0.01
Management and professional,Professional,Professional and related occupations,"Religious workers, all other",Asian,3,0.03
Management and professional,Professional,Professional and related occupations,Lawyers,Asian,70,0.71
Management and professional,Professional,Professional and related occupations,Judicial law clerks,Asian,,0
Management and professional,Professional,Professional and related occupations,"Judges, magistrates, and other judicial workers",Asian,3,0.03
Management and professional,Professional,Professional and related occupations,Paralegals and legal assistants,Asian,29,0.3
Management and professional,Professional,Professional and related occupations,Miscellaneous legal support workers,Asian,15,0.15
Management and professional,Professional,Professional and related occupations,Postsecondary teachers,Asian,209,2.13
Management and professional,Professional,Professional and related occupations,Preschool and kindergarten teachers,Asian,34,0.35
Management and professional,Professional,Professional and related occupations,Elementary and middle school teachers,Asian,93,0.95
Management and professional,Professional,Professional and related occupations,Secondary school teachers,Asian,33,0.34
Management and professional,Professional,Professional and related occupations,Special education teachers,Asian,11,0.11
Management and professional,Professional,Professional and related occupations,Other teachers and instructors,Asian,62,0.63
Management and professional,Professional,Professional and related occupations,"Archivists, curators, and museum technicians",Asian,,0
Management and professional,Professional,Professional and related occupations,Librarians,Asian,5,0.05
Management and professional,Professional,Professional and related occupations,Library technicians,Asian,,0
Management and professional,Professional,Professional and related occupations,Teacher assistants,Asian,40,0.41
Management and professional,Professional,Professional and related occupations,"Other education, training, and library workers",Asian,6,0.06
Management and professional,Professional,Professional and related occupations,Artists and related workers,Asian,9,0.09
Management and professional,Professional,Professional and related occupations,Designers,Asian,88,0.9
Management and professional,Professional,Professional and related occupations,Actors,Asian,,0
Management and professional,Professional,Professional and related occupations,Producers and directors,Asian,6,0.06
Management and professional,Professional,Professional and related occupations,"Athletes, coaches, umpires, and related workers",Asian,14,0.14
Management and professional,Professional,Professional and related occupations,Dancers and choreographers,Asian,,0
Management and professional,Professional,Professional and related occupations,"Musicians, singers, and related workers",Asian,7,0.07
Management and professional,Professional,Professional and related occupations,"Entertainers and performers, sports and related workers, all other",Asian,0,0
Management and professional,Professional,Professional and related occupations,Announcers,Asian,3,0.03
Management and professional,Professional,Professional and related occupations,"News analysts, reporters and correspondents",Asian,9,0.09
Management and professional,Professional,Professional and related occupations,Public relations specialists,Asian,7,0.07
Management and professional,Professional,Professional and related occupations,Editors,Asian,3,0.03
Management and professional,Professional,Professional and related occupations,Technical writers,Asian,1,0.01
Management and professional,Professional,Professional and related occupations,Writers and authors,Asian,7,0.07
Management and professional,Professional,Professional and related occupations,Miscellaneous media and communication workers,Asian,13,0.13
Management and professional,Professional,Professional and related occupations,Broadcast and sound engineering technicians and radio operators,Asian,9,0.09
Management and professional,Professional,Professional and related occupations,Photographers,Asian,6,0.06
Management and professional,Professional,Professional and related occupations,"Television, video, and motion picture camera operators and editors",Asian,0,0
Management and professional,Professional,Professional and related occupations,"Media and communication equipment workers, all other",Asian,,0
Management and professional,Professional,Professional and related occupations,Chiropractors,Asian,3,0.03
Management and professional,Professional,Professional and related occupations,Dentists,Asian,38,0.39
Management and professional,Professional,Professional and related occupations,Dietitians and nutritionists,Asian,7,0.07
Management and professional,Professional,Professional and related occupations,Optometrists,Asian,,0
Management and professional,Professional,Professional and related occupations,Pharmacists,Asian,75,0.76
Management and professional,Professional,Professional and related occupations,Physicians and surgeons,Asian,197,2.01
Management and professional,Professional,Professional and related occupations,Physician assistants,Asian,8,0.08
Management and professional,Professional,Professional and related occupations,Podiatrists,Asian,,0
Management and professional,Professional,Professional and related occupations,Audiologists,Asian,,0
Management and professional,Professional,Professional and related occupations,Occupational therapists,Asian,16,0.16
Management and professional,Professional,Professional and related occupations,Physical therapists,Asian,42,0.43
Management and professional,Professional,Professional and related occupations,Radiation therapists,Asian,,0
Management and professional,Professional,Professional and related occupations,Recreational therapists,Asian,,0
Management and professional,Professional,Professional and related occupations,Respiratory therapists,Asian,9,0.09
Management and professional,Professional,Professional and related occupations,Speech-language pathologists,Asian,3,0.03
Management and professional,Professional,Professional and related occupations,Exercise physiologists,Asian,,0
Management and professional,Professional,Professional and related occupations,"Therapists, all other",Asian,11,0.11
Management and professional,Professional,Professional and related occupations,Veterinarians,Asian,6,0.06
Management and professional,Professional,Professional and related occupations,Registered nurses,Asian,298,3.03
Management and professional,Professional,Professional and related occupations,Nurse anesthetists,Asian,,0
Management and professional,Professional,Professional and related occupations,Nurse midwives,Asian,,0
Management and professional,Professional,Professional and related occupations,Nurse practitioners,Asian,22,0.22
Management and professional,Professional,Professional and related occupations,"Health diagnosing and treating practitioners, all other",Asian,,0
Management and professional,Professional,Professional and related occupations,Clinical laboratory technologists and technicians,Asian,32,0.33
Management and professional,Professional,Professional and related occupations,Dental hygienists,Asian,10,0.1
Management and professional,Professional,Professional and related occupations,Diagnostic related technologists and technicians,Asian,23,0.23
Management and professional,Professional,Professional and related occupations,Emergency medical technicians and paramedics,Asian,1,0.01
Management and professional,Professional,Professional and related occupations,Health practitioner support technologists and technicians,Asian,38,0.39
Management and professional,Professional,Professional and related occupations,Licensed practical and licensed vocational nurses,Asian,22,0.22
Management and professional,Professional,Professional and related occupations,Medical records and health information technicians,Asian,11,0.11
Management and professional,Professional,Professional and related occupations,"Opticians, dispensing",Asian,,0
Management and professional,Professional,Professional and related occupations,Miscellaneous health technologists and technicians,Asian,20,0.2
Management and professional,Professional,Professional and related occupations,Other healthcare practitioners and technical occupations,Asian,5,0.05
Management and professional,Professional,Professional and related occupations,Computer and information research scientists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Computer systems analysts,Hispanic,55,0.2
Management and professional,Professional,Professional and related occupations,Information security analysts,Hispanic,16,0.06
Management and professional,Professional,Professional and related occupations,Computer programmers,Hispanic,39,0.14
Management and professional,Professional,Professional and related occupations,"Software developers, applications and systems software",Hispanic,92,0.34
Management and professional,Professional,Professional and related occupations,Web developers,Hispanic,8,0.03
Management and professional,Professional,Professional and related occupations,Computer support specialists,Hispanic,61,0.23
Management and professional,Professional,Professional and related occupations,Database administrators,Hispanic,6,0.02
Management and professional,Professional,Professional and related occupations,Network and computer systems administrators,Hispanic,16,0.06
Management and professional,Professional,Professional and related occupations,Computer network architects,Hispanic,14,0.05
Management and professional,Professional,Professional and related occupations,"Computer occupations, all other",Hispanic,78,0.29
Management and professional,Professional,Professional and related occupations,Actuaries,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Mathematicians,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Operations research analysts,Hispanic,14,0.05
Management and professional,Professional,Professional and related occupations,Statisticians,Hispanic,7,0.03
Management and professional,Professional,Professional and related occupations,Miscellaneous mathematical science occupations,Hispanic,,0
Management and professional,Professional,Professional and related occupations,"Architects, except naval",Hispanic,17,0.06
Management and professional,Professional,Professional and related occupations,"Surveyors, cartographers, and photogrammetrists",Hispanic,,0
Management and professional,Professional,Professional and related occupations,Aerospace engineers,Hispanic,9,0.03
Management and professional,Professional,Professional and related occupations,Agricultural engineers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Biomedical engineers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Chemical engineers,Hispanic,2,0.01
Management and professional,Professional,Professional and related occupations,Civil engineers,Hispanic,39,0.14
Management and professional,Professional,Professional and related occupations,Computer hardware engineers,Hispanic,7,0.03
Management and professional,Professional,Professional and related occupations,Electrical and electronics engineers,Hispanic,24,0.09
Management and professional,Professional,Professional and related occupations,Environmental engineers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,"Industrial engineers, including health and safety",Hispanic,14,0.05
Management and professional,Professional,Professional and related occupations,Marine engineers and naval architects,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Materials engineers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Mechanical engineers,Hispanic,29,0.11
Management and professional,Professional,Professional and related occupations,"Mining and geological engineers, including mining safety engineers",Hispanic,,0
Management and professional,Professional,Professional and related occupations,Nuclear engineers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Petroleum engineers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,"Engineers, all other",Hispanic,57,0.21
Management and professional,Professional,Professional and related occupations,Drafters,Hispanic,16,0.06
Management and professional,Professional,Professional and related occupations,"Engineering technicians, except drafters",Hispanic,62,0.23
Management and professional,Professional,Professional and related occupations,Surveying and mapping technicians,Hispanic,5,0.02
Management and professional,Professional,Professional and related occupations,Agricultural and food scientists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Biological scientists,Hispanic,9,0.03
Management and professional,Professional,Professional and related occupations,Conservation scientists and foresters,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Medical scientists,Hispanic,14,0.05
Management and professional,Professional,Professional and related occupations,"Life scientists, all other",Hispanic,,0
Management and professional,Professional,Professional and related occupations,Astronomers and physicists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Atmospheric and space scientists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Chemists and materials scientists,Hispanic,7,0.03
Management and professional,Professional,Professional and related occupations,Environmental scientists and geoscientists,Hispanic,14,0.05
Management and professional,Professional,Professional and related occupations,"Physical scientists, all other",Hispanic,21,0.08
Management and professional,Professional,Professional and related occupations,Economists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Survey researchers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Psychologists,Hispanic,24,0.09
Management and professional,Professional,Professional and related occupations,Sociologists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Urban and regional planners,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Miscellaneous social scientists and related workers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Agricultural and food science technicians,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Biological technicians,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Chemical technicians,Hispanic,6,0.02
Management and professional,Professional,Professional and related occupations,Geological and petroleum technicians,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Nuclear technicians,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Social science research assistants,Hispanic,,0
Management and professional,Professional,Professional and related occupations,"Miscellaneous life, physical, and social science technicians",Hispanic,20,0.07
Management and professional,Professional,Professional and related occupations,Counselors,Hispanic,117,0.43
Management and professional,Professional,Professional and related occupations,Social workers,Hispanic,117,0.43
Management and professional,Professional,Professional and related occupations,Probation officers and correctional treatment specialists,Hispanic,15,0.06
Management and professional,Professional,Professional and related occupations,Social and human service assistants,Hispanic,39,0.14
Management and professional,Professional,Professional and related occupations,"Miscellaneous community and social service specialists, including health educators and community health workers",Hispanic,17,0.06
Management and professional,Professional,Professional and related occupations,Clergy,Hispanic,31,0.11
Management and professional,Professional,Professional and related occupations,"Directors, religious activities and education",Hispanic,9,0.03
Management and professional,Professional,Professional and related occupations,"Religious workers, all other",Hispanic,5,0.02
Management and professional,Professional,Professional and related occupations,Lawyers,Hispanic,71,0.26
Management and professional,Professional,Professional and related occupations,Judicial law clerks,Hispanic,,0
Management and professional,Professional,Professional and related occupations,"Judges, magistrates, and other judicial workers",Hispanic,6,0.02
Management and professional,Professional,Professional and related occupations,Paralegals and legal assistants,Hispanic,78,0.29
Management and professional,Professional,Professional and related occupations,Miscellaneous legal support workers,Hispanic,26,0.1
Management and professional,Professional,Professional and related occupations,Postsecondary teachers,Hispanic,115,0.43
Management and professional,Professional,Professional and related occupations,Preschool and kindergarten teachers,Hispanic,97,0.36
Management and professional,Professional,Professional and related occupations,Elementary and middle school teachers,Hispanic,367,1.36
Management and professional,Professional,Professional and related occupations,Secondary school teachers,Hispanic,89,0.33
Management and professional,Professional,Professional and related occupations,Special education teachers,Hispanic,21,0.08
Management and professional,Professional,Professional and related occupations,Other teachers and instructors,Hispanic,117,0.43
Management and professional,Professional,Professional and related occupations,"Archivists, curators, and museum technicians",Hispanic,,0
Management and professional,Professional,Professional and related occupations,Librarians,Hispanic,17,0.06
Management and professional,Professional,Professional and related occupations,Library technicians,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Teacher assistants,Hispanic,179,0.66
Management and professional,Professional,Professional and related occupations,"Other education, training, and library workers",Hispanic,23,0.09
Management and professional,Professional,Professional and related occupations,Artists and related workers,Hispanic,27,0.1
Management and professional,Professional,Professional and related occupations,Designers,Hispanic,108,0.4
Management and professional,Professional,Professional and related occupations,Actors,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Producers and directors,Hispanic,14,0.05
Management and professional,Professional,Professional and related occupations,"Athletes, coaches, umpires, and related workers",Hispanic,37,0.14
Management and professional,Professional,Professional and related occupations,Dancers and choreographers,Hispanic,,0
Management and professional,Professional,Professional and related occupations,"Musicians, singers, and related workers",Hispanic,19,0.07
Management and professional,Professional,Professional and related occupations,"Entertainers and performers, sports and related workers, all other",Hispanic,3,0.01
Management and professional,Professional,Professional and related occupations,Announcers,Hispanic,11,0.04
Management and professional,Professional,Professional and related occupations,"News analysts, reporters and correspondents",Hispanic,8,0.03
Management and professional,Professional,Professional and related occupations,Public relations specialists,Hispanic,18,0.07
Management and professional,Professional,Professional and related occupations,Editors,Hispanic,15,0.06
Management and professional,Professional,Professional and related occupations,Technical writers,Hispanic,5,0.02
Management and professional,Professional,Professional and related occupations,Writers and authors,Hispanic,10,0.04
Management and professional,Professional,Professional and related occupations,Miscellaneous media and communication workers,Hispanic,41,0.15
Management and professional,Professional,Professional and related occupations,Broadcast and sound engineering technicians and radio operators,Hispanic,16,0.06
Management and professional,Professional,Professional and related occupations,Photographers,Hispanic,23,0.09
Management and professional,Professional,Professional and related occupations,"Television, video, and motion picture camera operators and editors",Hispanic,7,0.03
Management and professional,Professional,Professional and related occupations,"Media and communication equipment workers, all other",Hispanic,,0
Management and professional,Professional,Professional and related occupations,Chiropractors,Hispanic,3,0.01
Management and professional,Professional,Professional and related occupations,Dentists,Hispanic,11,0.04
Management and professional,Professional,Professional and related occupations,Dietitians and nutritionists,Hispanic,11,0.04
Management and professional,Professional,Professional and related occupations,Optometrists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Pharmacists,Hispanic,9,0.03
Management and professional,Professional,Professional and related occupations,Physicians and surgeons,Hispanic,83,0.31
Management and professional,Professional,Professional and related occupations,Physician assistants,Hispanic,11,0.04
Management and professional,Professional,Professional and related occupations,Podiatrists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Audiologists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Occupational therapists,Hispanic,13,0.05
Management and professional,Professional,Professional and related occupations,Physical therapists,Hispanic,12,0.04
Management and professional,Professional,Professional and related occupations,Radiation therapists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Recreational therapists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Respiratory therapists,Hispanic,9,0.03
Management and professional,Professional,Professional and related occupations,Speech-language pathologists,Hispanic,12,0.04
Management and professional,Professional,Professional and related occupations,Exercise physiologists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,"Therapists, all other",Hispanic,27,0.1
Management and professional,Professional,Professional and related occupations,Veterinarians,Hispanic,1,0
Management and professional,Professional,Professional and related occupations,Registered nurses,Hispanic,233,0.86
Management and professional,Professional,Professional and related occupations,Nurse anesthetists,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Nurse midwives,Hispanic,,0
Management and professional,Professional,Professional and related occupations,Nurse practitioners,Hispanic,5,0.02
Management and professional,Professional,Professional and related occupations,"Health diagnosing and treating practitioners, all other",Hispanic,,0
Management and professional,Professional,Professional and related occupations,Clinical laboratory technologists and technicians,Hispanic,41,0.15
Management and professional,Professional,Professional and related occupations,Dental hygienists,Hispanic,23,0.09
Management and professional,Professional,Professional and related occupations,Diagnostic related technologists and technicians,Hispanic,38,0.14
Management and professional,Professional,Professional and related occupations,Emergency medical technicians and paramedics,Hispanic,23,0.09
Management and professional,Professional,Professional and related occupations,Health practitioner support technologists and technicians,Hispanic,117,0.43
Management and professional,Professional,Professional and related occupations,Licensed practical and licensed vocational nurses,Hispanic,94,0.35
Management and professional,Professional,Professional and related occupations,Medical records and health information technicians,Hispanic,26,0.1
Management and professional,Professional,Professional and related occupations,"Opticians, dispensing",Hispanic,,0
Management and professional,Professional,Professional and related occupations,Miscellaneous health technologists and technicians,Hispanic,24,0.09
Management and professional,Professional,Professional and related occupations,Other healthcare practitioners and technical occupations,Hispanic,16,0.06
Service,Protective service,Protective service occupations,First-line supervisors of correctional officers,White,,0
Service,Protective service,Protective service occupations,First-line supervisors of police and detectives,White,74,0.06
Service,Protective service,Protective service occupations,First-line supervisors of fire fighting and prevention workers,White,,0
Service,Protective service,Protective service occupations,"First-line supervisors of protective service workers, all other",White,54,0.05
Service,Protective service,Protective service occupations,Firefighters,White,275,0.23
Service,Protective service,Protective service occupations,Fire inspectors,White,,0
Service,Protective service,Protective service occupations,"Bailiffs, correctional officers, and jailers",White,225,0.19
Service,Protective service,Protective service occupations,Detectives and criminal investigators,White,135,0.11
Service,Protective service,Protective service occupations,Fish and game wardens,White,,0
Service,Protective service,Protective service occupations,Parking enforcement workers,White,,0
Service,Protective service,Protective service occupations,Police and sheriff's patrol officers,White,593,0.5
Service,Protective service,Protective service occupations,Transit and railroad police,White,,0
Service,Protective service,Protective service occupations,Animal control workers,White,,0
Service,Protective service,Protective service occupations,Private detectives and investigators,White,70,0.06
Service,Protective service,Protective service occupations,Security guards and gaming surveillance officers,White,589,0.49
Service,Protective service,Protective service occupations,Crossing guards,White,39,0.03
Service,Protective service,Protective service occupations,Transportation security screeners,White,,0
Service,Protective service,Protective service occupations,"Lifeguards and other recreational, and all other protective service workers",White,121,0.1
Service,Protective service,Protective service occupations,First-line supervisors of correctional officers,Black,,0
Service,Protective service,Protective service occupations,First-line supervisors of police and detectives,Black,6,0.03
Service,Protective service,Protective service occupations,First-line supervisors of fire fighting and prevention workers,Black,,0
Service,Protective service,Protective service occupations,"First-line supervisors of protective service workers, all other",Black,16,0.09
Service,Protective service,Protective service occupations,Firefighters,Black,27,0.14
Service,Protective service,Protective service occupations,Fire inspectors,Black,,0
Service,Protective service,Protective service occupations,"Bailiffs, correctional officers, and jailers",Black,127,0.68
Service,Protective service,Protective service occupations,Detectives and criminal investigators,Black,20,0.11
Service,Protective service,Protective service occupations,Fish and game wardens,Black,,0
Service,Protective service,Protective service occupations,Parking enforcement workers,Black,,0
Service,Protective service,Protective service occupations,Police and sheriff's patrol officers,Black,90,0.48
Service,Protective service,Protective service occupations,Transit and railroad police,Black,,0
Service,Protective service,Protective service occupations,Animal control workers,Black,,0
Service,Protective service,Protective service occupations,Private detectives and investigators,Black,22,0.12
Service,Protective service,Protective service occupations,Security guards and gaming surveillance officers,Black,277,1.48
Service,Protective service,Protective service occupations,Crossing guards,Black,9,0.05
Service,Protective service,Protective service occupations,Transportation security screeners,Black,,0
Service,Protective service,Protective service occupations,"Lifeguards and other recreational, and all other protective service workers",Black,8,0.04
Service,Protective service,Protective service occupations,First-line supervisors of correctional officers,Asian,,0
Service,Protective service,Protective service occupations,First-line supervisors of police and detectives,Asian,0,0
Service,Protective service,Protective service occupations,First-line supervisors of fire fighting and prevention workers,Asian,,0
Service,Protective service,Protective service occupations,"First-line supervisors of protective service workers, all other",Asian,1,0.01
Service,Protective service,Protective service occupations,Firefighters,Asian,4,0.04
Service,Protective service,Protective service occupations,Fire inspectors,Asian,,0
Service,Protective service,Protective service occupations,"Bailiffs, correctional officers, and jailers",Asian,6,0.06
Service,Protective service,Protective service occupations,Detectives and criminal investigators,Asian,3,0.03
Service,Protective service,Protective service occupations,Fish and game wardens,Asian,,0
Service,Protective service,Protective service occupations,Parking enforcement workers,Asian,,0
Service,Protective service,Protective service occupations,Police and sheriff's patrol officers,Asian,10,0.1
Service,Protective service,Protective service occupations,Transit and railroad police,Asian,,0
Service,Protective service,Protective service occupations,Animal control workers,Asian,,0
Service,Protective service,Protective service occupations,Private detectives and investigators,Asian,2,0.02
Service,Protective service,Protective service occupations,Security guards and gaming surveillance officers,Asian,32,0.33
Service,Protective service,Protective service occupations,Crossing guards,Asian,0,0
Service,Protective service,Protective service occupations,Transportation security screeners,Asian,,0
Service,Protective service,Protective service occupations,"Lifeguards and other recreational, and all other protective service workers",Asian,0,0
Service,Protective service,Protective service occupations,First-line supervisors of correctional officers,Hispanic,,0
Service,Protective service,Protective service occupations,First-line supervisors of police and detectives,Hispanic,4,0.01
Service,Protective service,Protective service occupations,First-line supervisors of fire fighting and prevention workers,Hispanic,,0
Service,Protective service,Protective service occupations,"First-line supervisors of protective service workers, all other",Hispanic,8,0.03
Service,Protective service,Protective service occupations,Firefighters,Hispanic,36,0.13
Service,Protective service,Protective service occupations,Fire inspectors,Hispanic,,0
Service,Protective service,Protective service occupations,"Bailiffs, correctional officers, and jailers",Hispanic,45,0.17
Service,Protective service,Protective service occupations,Detectives and criminal investigators,Hispanic,13,0.05
Service,Protective service,Protective service occupations,Fish and game wardens,Hispanic,,0
